CompanyName,ContactName,Location,CodeNumber,BusinessType,dba,OpenedDate,BLGLOBALENTITYEXTENSIONID,BusinessPhone,ADDRESSLINE1,ADDRESSLINE2,ADDRESSLINE3,PREDIRECTION,STREETTYPE,POSTDIRECTION,UNITORSUITE,CITY,STATE,POSTALCODE,ISSUEDDATE,LICENSENUMBER,EXPIRATIONDATE
BILLY FITZGERALD         ,BILLY FITZGERALD,Inside City Limits,531311,Property Management,,00:00.0,D2ECB459-55FB-4F89-8BF9-92C35205090D,5414742014,1856,D,,NE,ST,, ,GRANTS PASS,OR,97526,06:08.0,BTAX-035843-09-2023,06:08.0
BI-MART CORPORATION,            ,Inside City Limits,452111,Retail-Department Store,BI-MART #610,00:00.0,A3A9396A-CB6A-4773-90D1-09B1E98491F8,5414798365,230,REDWOOD,, ,HWY,, ,GRANTS PASS,OR,97527,07:20.0,BTAX-034906-07-2023,07:20.0
BLACK BEAR DINER              ,CURT & ELLEN  MOORE,Inside City Limits,722511,Restaurant,,00:00.0,893BBA5D-499E-4B36-ADB5-BB777E8A50C0,5417735115,1900,6TH,,NW,ST,, ,GRANTS PASS,OR,97526,09:59.0,BTAX-034907-07-2023,09:59.0
BLACK BEARD LLC              , FRANKLIN KATRINA BRANDON PRICE,Inside City Limits,561720,Cleaning Service,HCS (HYDRO CLEANING SVC),00:00.0,C90A7BDA-5697-4DEA-A7C4-026795E776DF,5414761387,901,E,,NW,ST,, ,GRANTS PASS,OR,97526,51:18.0,BTAX-035001-07-2023,51:18.0
"BLACK BEER, LLC.",FRANKLIN PRICE,Inside City Limits,551114,"Managing, Corporate & Subsidiary Offices",,00:00.0,c69fa16b-299f-470a-b060-977c250292cd,5414761387,901,E,,NW,ST,, ,GRANTS PASS,OR,97526,21:43.0,BTAX-036133-10-2023,21:43.0
"BLACK BEER, LLC.", ,Inside City Limits,551114,"Managing, Corporate & Subsidiary Offices",,00:00.0,c69fa16b-299f-470a-b060-977c250292cd,5414761387,901,E,,NW,ST,, ,GRANTS PASS,OR,97526,21:43.0,BTAX-036133-10-2023,21:43.0
"BLACK BEER, LLC.",BRANDON PRICE,Inside City Limits,551114,"Managing, Corporate & Subsidiary Offices",,00:00.0,c69fa16b-299f-470a-b060-977c250292cd,5414761387,901,E,,NW,ST,, ,GRANTS PASS,OR,97526,21:43.0,BTAX-036133-10-2023,21:43.0
BLACK FOREST RESTAURANT LLC   , FASZER DWAYNE & DEBORAH       ,Inside City Limits,722511,Restaurant,,00:00.0,478808AA-CDB3-4C11-B5C2-C9EC9F67DF25,5412441845,820,E,,NE,ST,,,GRANTS PASS,OR,97526,59:08.0,BTAX-036382-11-2023,59:08.0
BLACK OAK ADULT FOSTER CARE   ,KEENA  SELF,Inside City Limits,623110,Medical-Nursing Care Facility,,00:00.0,ED714EE0-6258-47A8-9308-A7088BEBDB22,5419556063,1031,MORGAN,,NW,LN,, ,GRANTS PASS,OR,97526,36:41.0,BTAX-036438-11-2023,36:41.0
"BLACK, CHAPMAN, PETERSEN & STEVENS","HAPMAN,WEBBER,STEVENS  BLACK",Inside City Limits,541110,Lawyer,,00:00.0,6F3F444A-7C3F-4B20-AE0F-F40C28AD6EC7,5414743374,1867,WILLIAMS,, ,HWY,, ,GRANTS PASS,OR,97527,21:05.0,BTAX-034961-07-2023,21:05.0
BLAKE K ANDERSON DND LLC, ,Inside City Limits,621210,Medical-Dentist,A STREET DENTAL,00:00.0,fa4b2dea-c400-46c1-81e7-001ab3e1d6f7,5414769792,828,A,,NE,ST,, ,GRANTS PASS,OR,97526,14:31.0,BTAX-034701-07-2023,14:31.0
BLAKE K ANDERSON DND LLC,BLAKE ANDERSON,Inside City Limits,621210,Medical-Dentist,A STREET DENTAL,00:00.0,fa4b2dea-c400-46c1-81e7-001ab3e1d6f7,5414769792,828,A,,NE,ST,, ,GRANTS PASS,OR,97526,14:31.0,BTAX-034701-07-2023,14:31.0
"BLG, INC",DARAND DAVIES PATRICK MCONVILLE,Inside City Limits,238990,Contractor-Trade/Specialty,RIVER CITY GLASS,00:00.0,63f88229-177a-4292-9ccd-06eef608c607,5038788585,2001,FOOTHILL,,,BLVD,,E1,GRANTS PASS,OR,97526,01:45.0,BTAX-037071-03-2024,01:45.0
"BLG, INC", ,Inside City Limits,238990,Contractor-Trade/Specialty,RIVER CITY GLASS,00:00.0,63f88229-177a-4292-9ccd-06eef608c607,5038788585,2001,FOOTHILL,,,BLVD,,E1,GRANTS PASS,OR,97526,01:45.0,BTAX-037071-03-2024,01:45.0
BLISSFUL BEING WELLSNESS LLC,ALIX MARMULSTEIN,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,b376c0ba-6f47-4e2d-a5e5-022b20fb4e65,5416609209,598,E,,NE,ST,,A,GRANTS PASS,OR,97526,02:25.0,BTAX-036929-02-2024,02:25.0
BLISSFUL BEING WELLSNESS LLC, ,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,b376c0ba-6f47-4e2d-a5e5-022b20fb4e65,5416609209,598,E,,NE,ST,,A,GRANTS PASS,OR,97526,02:25.0,BTAX-036929-02-2024,02:25.0
BLONDIES PUBLIC HOUSE LLC, ,Inside City Limits,722511,Restaurant,FOOD STUDIO,00:00.0,6eb1844c-eb26-4bc5-ae23-0323263fb5e1,5414790420,226,G,,SW,ST,,,GRANTS PASS,OR,97526,45:40.0,BTAX-036440-11-2023,45:40.0
BLONDIES PUBLIC HOUSE LLC,MATHEW JAROSZ,Inside City Limits,722511,Restaurant,FOOD STUDIO,00:00.0,6eb1844c-eb26-4bc5-ae23-0323263fb5e1,5414790420,226,G,,SW,ST,,,GRANTS PASS,OR,97526,45:40.0,BTAX-036440-11-2023,45:40.0
BLUE DOOR BOUTIQUE,JEANETTE MICHAEL,Inside City Limits,453220,Retail-Gift & Novelty Store,THE WHITE OWL,00:00.0,19cdcf62-aacd-4bf1-b782-f9393a886841,2679025458,4036,REDWOOD,,,AVE,, ,GRANTS PASS,OR,97527,01:36.0,BTAX-036701-01-2024,01:36.0
BLUE DOOR BOUTIQUE, ,Inside City Limits,453220,Retail-Gift & Novelty Store,THE WHITE OWL,00:00.0,19cdcf62-aacd-4bf1-b782-f9393a886841,2679025458,4036,REDWOOD,,,AVE,, ,GRANTS PASS,OR,97527,01:36.0,BTAX-036701-01-2024,01:36.0
BLUE DOOR SALON, ,Inside City Limits,812112,Beauty Salon,,00:00.0,C8FF7EE3-1099-4E84-A4DB-6CC6C10B5DF8,5419555956,980,6TH,,SW,ST,,26,GRANTS PASS,OR,97526,06:49.0,BTAX-034573-07-2023,06:49.0
BLUE DOOR SALON,BROOKE GILMORE,Inside City Limits,812112,Beauty Salon,,00:00.0,C8FF7EE3-1099-4E84-A4DB-6CC6C10B5DF8,5419555956,980,6TH,,SW,ST,,26,GRANTS PASS,OR,97526,06:49.0,BTAX-034573-07-2023,06:49.0
BLUE LINE HOLDINGS INC DBA ADAIR HOMES, ,Outside City Limits,238190,Contractor-General/Building Exterior,ADAIR HOMES INC,00:00.0,df2be277-5e39-4439-96a3-2d52f58b44c3,5418790614,6019,CRATER LAKE,,,HWY,,,CENTRAL POINT,OR,97502,15:40.0,BTAX-036852-01-2024,15:40.0
BLUE MOON ANTIQUES GIFTS & COLLECTIBLES INC          ,WARD WARREN,Inside City Limits,453220,Retail-Gift & Novelty Store,BLUE MOON TOO,00:00.0,C87D7570-496C-4715-BB2B-46FA83AAF79C,5412007020,122,H,,SW,ST,, ,GRANTS PASS,OR,97526,24:13.0,BTAX-034798-07-2023,24:13.0
BLUE WILLOW BOOKKEEPING LLC   ,NANCY  COLLINS,Inside City Limits,541214,Payroll Services,,00:00.0,D018CA25-FFF0-42B5-9669-87BC7A5356D5,5414710626,725,G,,SW,ST,, ,GRANTS PASS,OR,97526,38:19.0,BTAX-034756-07-2023,38:19.0
"BLUEEARTH MARINE, LLC", ,Inside City Limits,454390,Retail-Misc Direct Selling Establishment,,00:00.0,53a29a5b-d0f2-4177-8424-f6168d9a1c1e,5417792545,966,6TH,,SW,ST,,,GRANTS PASS,OR,97526,38:22.0,BTAX-035998-09-2023,38:22.0
"BLUEEARTH MARINE, LLC",TRAVIS HAMLYN,Inside City Limits,454390,Retail-Misc Direct Selling Establishment,,00:00.0,53a29a5b-d0f2-4177-8424-f6168d9a1c1e,5417792545,966,6TH,,SW,ST,,,GRANTS PASS,OR,97526,38:22.0,BTAX-035998-09-2023,38:22.0
B-N-B CONSTRUCTION LLC        ,BRUCE & BARBEL  DONOVAN,Inside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,ADA224EA-A1DE-4BE2-8F71-16EAFE48030B,5412185454,8874,WILLIAMS,, ,HWY,, ,GRANTS PASS,OR,97527,51:26.0,BTAX-036152-10-2023,51:26.0
BOB ARRITOLA CONSTRUCTION LLC ,ROBERT  ARRITOLA,Inside City Limits,238990,Contractor-Trade/Specialty,,00:00.0,029FBEA6-CE73-4948-88D8-47E1FB634969,5414747823,722,WINONA,, ,RD,, ,GRANTS PASS,OR,97526,00:46.0,BTAX-036419-11-2023,00:46.0
BOB DRAKE REPRODUCTIONS I,ROBERT A  DRAKE,Inside City Limits,811111,Auto-General Repair,,00:00.0,5D74452A-CD4E-43F9-950A-4B95786FC3FA,5414740043,1819,WASHINGTON,,NW,BLVD,, ,GRANTS PASS,OR,97526,28:01.0,BTAX-035075-07-2023,28:01.0
BOB DRAKE REPRODUCTIONS III,ROBERT A  DRAKE,Inside City Limits,811111,Auto-General Repair,,00:00.0,6DE83F88-9546-493D-B78A-E04601BDF2A3,5414740043,1899,HAWTHORNE,,NW,Ave,,,GRANTS PASS,OR,97526,30:01.0,BTAX-035076-07-2023,30:01.0
BOB'S BUFF AND SHINE          ,ROBERT & ELIZABETH  CONNER,Inside City Limits,811121,"Auto-Body, Paint & Interior",,00:00.0,CEA78494-5FDD-4297-A39A-F27D4495919F,5414768166,625,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,12:33.0,BTAX-035684-08-2023,12:33.0
BOB'S BUFF AND SHINE          ,ROBERT  CONNER,Inside City Limits,811121,"Auto-Body, Paint & Interior",,00:00.0,CEA78494-5FDD-4297-A39A-F27D4495919F,5414768166,625,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,12:33.0,BTAX-035684-08-2023,12:33.0
BOB'S MECHANICAL        ,BOB  HAGLUND,Inside City Limits,811111,Auto-General Repair,,00:00.0,CDFAD3AB-D40D-40E6-84B7-76F272F05409,5414711489,500,KEEN,, ,RD,, ,GRANTS PASS,OR,97527,34:23.0,BTAX-034892-07-2023,34:23.0
BODY COVER/MAGIC STITCHES     ,RON & MELANIE  VINYARD,Inside City Limits,541990,Professional-Misc,,00:00.0,7019C75D-39E7-462A-B242-E19017B87E1A,5414711504,420,H,,SW,ST,, ,GRANTS PASS,OR,97526,38:22.0,BTAX-036751-01-2024,38:22.0
"BODYWISE, LLC",KIMBERLY TAMBELLINI,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,BE6AA77F-D12B-4B39-94EE-D180842240B6,5419514930,714,5TH,,NW,ST,,A,GRANTS PASS,OR,97526,43:50.0,BTAX-034464-06-2023,43:50.0
"BODYWISE, LLC", ,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,BE6AA77F-D12B-4B39-94EE-D180842240B6,5419514930,714,5TH,,NW,ST,,A,GRANTS PASS,OR,97526,43:50.0,BTAX-034464-06-2023,43:50.0
BOGGS ELECTRIC LLC          ,BRIAN BOGGS,Inside City Limits,238210,Contractor-Electrical,,00:00.0,D3DD0F6E-639E-40A8-9E60-60B04E1FA123,5414417900,1174,10th,,NE,ST,, ,GRANTS PASS,OR,97526,08:17.0,BTAX-035903-09-2023,08:17.0
"BOLT GRAFIX, LLC",ELI BEARD,Inside City Limits,454390,Retail-Misc Direct Selling Establishment,BOLT GRAFIX,00:00.0,e3716132-6ecb-4ca4-9ce6-d83121477eb6,5419168272,162,BEACON,,NE,DR,,120,GRANTS PASS,OR,97526,09:52.0,BTAX-034480-06-2023,09:52.0
"BOLT GRAFIX, LLC", ,Inside City Limits,454390,Retail-Misc Direct Selling Establishment,BOLT GRAFIX,00:00.0,e3716132-6ecb-4ca4-9ce6-d83121477eb6,5419168272,162,BEACON,,NE,DR,,120,GRANTS PASS,OR,97526,09:52.0,BTAX-034480-06-2023,09:52.0
BONNIE E STENEN               ,BONNIE E  STENEN,Inside City Limits,531110,Rental Units/Landlord,,00:00.0,5076662A-9F89-4D10-BA33-F4773A916207,5414796420,522,E,,NW,ST,, ,GRANTS PASS,OR,97526,01:04.0,BTAX-035230-07-2023,01:04.0
BOOTH STREET SELF STORAGE     , LEAVITT FAMILY CORPORATION    ,Inside City Limits,493110,Storage & General Warehousing,,00:00.0,9AADF8A4-E796-4ECB-9926-4B5F400D1DA4,5414791505,214,BOOTH,,NW,ST,, ,GRANTS PASS,OR,97526,46:21.0,BTAX-035764-08-2023,46:21.0
BOOTH STREET THRIFT STORE, ,Inside City Limits,453310,Retail-Thrift Store,,00:00.0,1fb52522-3fea-481e-ad20-3dba1885fe33,5414760082,114,BOOTH,,SW,ST,, ,GRANTS PASS,OR,97526,40:47.0,BTAX-037141-04-2024,40:47.0
BOOTH STREET THRIFT STORE, ,Inside City Limits,453310,Retail-Thrift Store,,00:00.0,1fb52522-3fea-481e-ad20-3dba1885fe33,5414760082,114,BOOTH,,SW,ST,, ,GRANTS PASS,OR,97526,40:47.0,BTAX-037141-04-2024,40:47.0
BOSS MARKETS INC  , ,Inside City Limits,445120,Convenience Store,SHORT STOP MARKET 6,00:00.0,3321250F-9E49-44A9-B000-4DDB1CDA6126,5414792149,732,BRIDGE,,SW,ST,, ,GRANTS PASS,OR,97526,30:37.0,BTAX-035665-08-2023,30:37.0
BOSS MARKETS INC, ,Inside City Limits,445120,Convenience Store,SHORT STOP MARKET 7,00:00.0,A8183B31-018E-4112-850F-1739E37EE6B2,4150710049,2035,BRIDGE,,SW,ST,, ,GRANTS PASS,OR,97526,31:53.0,BTAX-035666-08-2023,31:53.0
BOSS MARKETS INC  , ,Inside City Limits,445120,Convenience Store,SHORT STOP MARKET 6,00:00.0,3321250F-9E49-44A9-B000-4DDB1CDA6126,5414792149,732,BRIDGE,,SW,ST,, ,GRANTS PASS,OR,97526,30:37.0,BTAX-035665-08-2023,30:37.0
BOSS MARKETS INC, ,Inside City Limits,445120,Convenience Store,SHORT STOP MARKET 7,00:00.0,A8183B31-018E-4112-850F-1739E37EE6B2,4150710049,2035,BRIDGE,,SW,ST,, ,GRANTS PASS,OR,97526,31:53.0,BTAX-035666-08-2023,31:53.0
BOUNDS CONSTRUCTION SERVICES LLC,GREG  BOUNDS,Inside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,C088B59A-22A8-4984-84FF-F63FDE7F5614,5417610651,448,DEARING,, ,WAY,, ,GRANTS PASS,OR,97527,32:45.0,BTAX-036888-02-2024,32:45.0
BOYS & GIRLS CLUB OF THE ROGUE VALLEY, ,Inside City Limits,624190,Social Svcs-Individual & Family Svcs,,00:00.0,61809263-a83a-4f25-b855-f5d4a3e3b47d,5414795258,203,9TH,,SE,ST,, ,GRANTS PASS,OR,97526,25:05.0,BTAX-035011-07-2023,25:05.0
BP ENTERPRISES LLC,BEN PEARSON,Inside City Limits,441320,Retail-Tire Dealer,GRANTS PASS TIRE PROS,00:00.0,cc7c1d0c-e697-4e36-b51d-8f24de8f1042,5412955077,705,UNION,, ,AVE,, ,GRANTS PASS,OR,97527,36:24.0,BTAX-036880-02-2024,36:24.0
BP ENTERPRISES LLC, ,Inside City Limits,441320,Retail-Tire Dealer,GRANTS PASS TIRE PROS,00:00.0,cc7c1d0c-e697-4e36-b51d-8f24de8f1042,5412955077,705,UNION,, ,AVE,, ,GRANTS PASS,OR,97527,36:24.0,BTAX-036880-02-2024,36:24.0
BRAD FOX ROOFING LLC          ,BRAD  FOX,Inside City Limits,238160,Roofing,,00:00.0,6F892FC2-047E-44E4-962F-945EECD3314D,5416606890,1041,DEWEY,,NE,DR,, ,GRANTS PASS,OR,97526,33:34.0,BTAX-034566-07-2023,33:34.0
BRADBURY'S GUN-N-TACKLE, ,Inside City Limits,451110,Retail-Gun Dealer,,00:00.0,eec95330-1e13-40ca-b160-21427be1eb6f,5414761531,1809,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,19:31.0,BTAX-036156-10-2023,19:31.0
BRADBURY'S GUN-N-TACKLE,DAVID BRADBURY,Inside City Limits,451110,Retail-Gun Dealer,,00:00.0,eec95330-1e13-40ca-b160-21427be1eb6f,5414761531,1809,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,19:31.0,BTAX-036156-10-2023,19:31.0
BRADLEY PUTTER COMPANY,BRADLEY CONVERSE,Inside City Limits,339999,Manufacturing-Misc Manufacturing,,00:00.0,659ba06d-c2c2-4ce6-902d-b726cfb51c9f,5417409098,310,6TH,,SW,St,,,GRANTS PASS,OR,97526,07:27.0,BTAX-037272-04-2024,07:27.0
BRADLEY PUTTER COMPANY, ,Inside City Limits,339999,Manufacturing-Misc Manufacturing,,00:00.0,659ba06d-c2c2-4ce6-902d-b726cfb51c9f,5417409098,310,6TH,,SW,St,,,GRANTS PASS,OR,97526,07:27.0,BTAX-037272-04-2024,07:27.0
BRADS CUSTOM BUILDING         ,BRADLEY CLARK  BENTON,Inside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,4EBD1408-D8DF-483A-BA03-BCFCF22642ED,5414766214,9261,LOWER RIVER,, ,RD,, ,GRANTS PASS,OR,97526,12:29.0,BTAX-034735-07-2023,12:29.0
"BRASS KNUCKLES & MORE, LLC",HEATH LOVE,Inside City Limits,452990,Retail-General Merchandise ,,00:00.0,48821ce9-f392-4a24-9411-853b7dc29304,4582290646,1720,REDWOOD,,,AVE,,SUITE D,GRANTS PASS,OR,97527,34:10.0,BTAX-036327-11-2023,34:10.0
"BRASS KNUCKLES & MORE, LLC", ,Inside City Limits,452990,Retail-General Merchandise ,,00:00.0,48821ce9-f392-4a24-9411-853b7dc29304,4582290646,1720,REDWOOD,,,AVE,,SUITE D,GRANTS PASS,OR,97527,34:10.0,BTAX-036327-11-2023,34:10.0
BREAD & BUTTER CATERING COMPANY, ,Inside City Limits,722320,Caterer,,00:00.0,e3176d47-c0fe-409f-8a44-9b9e60be1c70,5412267811,1038,IRONWOOD,,,DR,,,GRANTS PASS,OR,97526,08:42.0,BTAX-036829-01-2024,08:42.0
BREAD & BUTTER CATERING COMPANY,CURTIS PAUL,Inside City Limits,722320,Caterer,,00:00.0,e3176d47-c0fe-409f-8a44-9b9e60be1c70,5412267811,1038,IRONWOOD,,,DR,,,GRANTS PASS,OR,97526,08:42.0,BTAX-036829-01-2024,08:42.0
BREAD & BUTTER CATERING COMPANY,MICHELLE PERKINS,Inside City Limits,722320,Caterer,,00:00.0,e3176d47-c0fe-409f-8a44-9b9e60be1c70,5412267811,1038,IRONWOOD,,,DR,,,GRANTS PASS,OR,97526,08:42.0,BTAX-036829-01-2024,08:42.0
BREAD & BUTTER LLC,SHELLY  SOLOMON,Inside City Limits,722511,Restaurant,HORNY GOAT,00:00.0,D90FC716-592E-43EB-9A84-BAAEF313E27F,5415071901,234,5TH,,SW,ST,, ,GRANTS PASS,OR,97526,16:14.0,BTAX-036538-12-2023,16:14.0
"BREADS, BREWS AND BAKES LLC", ,Inside City Limits,722320,Caterer,,00:00.0,d3a92041-2ccc-4572-a6b7-931c80b141f6,5412917397,102,HASIS,,,DR,,,GRANTS PASS,OR,97526,16:25.0,BTAX-035571-08-2023,16:25.0
"BREADS, BREWS AND BAKES LLC",JESSICA DUNHAM,Inside City Limits,722320,Caterer,,00:00.0,d3a92041-2ccc-4572-a6b7-931c80b141f6,5412917397,102,HASIS,,,DR,,,GRANTS PASS,OR,97526,16:25.0,BTAX-035571-08-2023,16:25.0
BRENDA FISHER EA, ,Inside City Limits,541200,Other Accounting Services,,00:00.0,0811b0e1-7a3e-4ba7-a6bc-34870a3badc5,5418905380,540,BOLT MOUNTAIN,,,RD,,,GRANTS PASS,OR,97527,55:04.0,BTAX-036590-12-2023,55:04.0
BRENDEN C SCOTT, ,Inside City Limits,621210,Medical-Dentist,GRANTS PASS SMILE SUITE,00:00.0,e0650511-778f-413b-b33a-718eecefff16,5414711990,570,E,,NE,St,, ,GRANTS PASS,OR,97526,28:45.0,BTAX-034484-06-2023,28:45.0
BRENDEN C SCOTT,BRENDEN SCOTT,Inside City Limits,621210,Medical-Dentist,GRANTS PASS SMILE SUITE,00:00.0,e0650511-778f-413b-b33a-718eecefff16,5414711990,570,E,,NE,St,, ,GRANTS PASS,OR,97526,28:45.0,BTAX-034484-06-2023,28:45.0
BRIAN E HANCOCK MD           ,BRIAN E  HANCOCK,Inside City Limits,621111,Medical-Physician,,00:00.0,45F0968E-5D2A-444B-A2B7-9D993BD69F49,5414742721,841,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,42:35.0,BTAX-034635-07-2023,42:35.0
BRIANJPOMBO.COM LLC,BRIAN  POMBO,Inside City Limits,541611,Consulting Service,,00:00.0,82DF0C09-22AE-4D14-B9C3-DEB56D2B12DA,2099143263,1051,6TH,,NE,ST,,STE 1C #389,GRANTS PASS,OR,97526,44:31.0,BTAX-034475-06-2023,44:31.0
BRIDGE STREET AUTO INC,MICHAEL & HEIDI  DUNBAR,Inside City Limits,811111,Auto-General Repair,,00:00.0,11709CED-F4A2-4CDE-8427-28D297971C3E,5419551002,2015,BRIDGE,,SW,ST,, ,GRANTS PASS,OR,97526,03:18.0,BTAX-035705-08-2023,03:18.0
"BRISTOL HOSPICE- ROGUE VALLEY, L.L.C.", ,Inside City Limits,623110,Medical-Nursing Care Facility,,00:00.0,d4228705-aece-4205-8370-09849e23098c,4852123422,1867,WILLIAMS,,,HWY,,STE 110,GRANTS PASS,OR,97527,04:12.0,BTAX-035657-08-2023,04:12.0
"BRISTOL HOSPICE- ROGUE VALLEY, L.L.C.",Lina Mejia,Inside City Limits,623110,Medical-Nursing Care Facility,,00:00.0,d4228705-aece-4205-8370-09849e23098c,4852123422,1867,WILLIAMS,,,HWY,,STE 110,GRANTS PASS,OR,97527,04:12.0,BTAX-035657-08-2023,04:12.0
BRM OR MGMT LLC, ,Inside City Limits,541940,Veterinary,RIVERSIDE PARK VETERINARY CLINIC,00:00.0,507E973D-1D92-4846-BC53-A7C3120E943D,5414798361,111,PARK,,E,ST,, ,GRANTS PASS,OR,97527,39:04.0,BTAX-036935-02-2024,39:04.0
BRM OR MGMT LLC, ,Inside City Limits,541940,Veterinary,RIVERSIDE PARK VETERINARY CLINIC,00:00.0,507E973D-1D92-4846-BC53-A7C3120E943D,5414798361,111,PARK,,E,ST,, ,GRANTS PASS,OR,97527,39:04.0,BTAX-036935-02-2024,39:04.0
BROTHERS N SISTERS BARBER SHOP,JOHANNA M  NICOLAISEN,Inside City Limits,812111,Barber Shop,,00:00.0,F7BA22B2-1720-42C2-BA6D-19FB4284B270,5414765656,432,6TH,,NW,ST,,SUITE 103,GRANTS PASS,OR,97526,54:11.0,BTAX-036480-11-2023,54:11.0
BROWN CUSTOM WINDOW COVERINGS,DENNIS & BARBARA  BROWN,Inside City Limits,442299,Retail-Home Furnishings ,D BROWN FURNITURE & CABINET,00:00.0,A2A6D305-8F75-4686-84B6-565A1D659ACC,5414796630,341,FAIRFIELD,, ,LN,, ,GRANTS PASS,OR,97526,14:07.0,BTAX-034810-07-2023,14:07.0
BROWS BY WENDY LLC         , ,Inside City Limits,812112,Beauty Salon,SASSY BROWS,00:00.0,99B5F4E0-4953-408B-BF70-030C6C7F4AE5,5414764785,558,F,,NE,ST,,#6,GRANTS PASS,OR,97526,42:59.0,BTAX-036587-12-2023,42:59.0
BROWS BY WENDY LLC         ,DIGNA SHELBY,Inside City Limits,812112,Beauty Salon,SASSY BROWS,00:00.0,99B5F4E0-4953-408B-BF70-030C6C7F4AE5,5414764785,558,F,,NE,ST,,#6,GRANTS PASS,OR,97526,42:59.0,BTAX-036587-12-2023,42:59.0
BSB TRANSPORT LLC,Brian Bates,Inside City Limits,561499,Business Support Services-Misc,,00:00.0,33c78fde-b6f8-4151-93dd-a8ee565b7681,5412442429,1590,N,,SE,ST,,SUITE G,GRANTS PASS,OR,97526,24:41.0,BTAX-035930-09-2023,24:41.0
BSB TRANSPORT LLC,BRIAN BATES,Inside City Limits,561499,Business Support Services-Misc,,00:00.0,33c78fde-b6f8-4151-93dd-a8ee565b7681,5412442429,1590,N,,SE,ST,,SUITE G,GRANTS PASS,OR,97526,24:41.0,BTAX-035930-09-2023,24:41.0
BSB TRANSPORT LLC,STACI BATES,Inside City Limits,561499,Business Support Services-Misc,,00:00.0,33c78fde-b6f8-4151-93dd-a8ee565b7681,5412442429,1590,N,,SE,ST,,SUITE G,GRANTS PASS,OR,97526,24:41.0,BTAX-035930-09-2023,24:41.0
BUGS NORTHWEST                ,DAVID  MAYS,Inside City Limits,561710,Pest Control,,00:00.0,8789FD83-E949-4ECC-9376-C804410143CD,5414725003,2027,G,,SW,ST,, ,GRANTS PASS,OR,97526,25:43.0,BTAX-035643-08-2023,25:43.0
BULLDOG TOWING,RORY  MARLER,Inside City Limits,488410,Towing,,00:00.0,C9A547AE-BCDA-47D3-A1C1-D692FF42EB45,5419559600,2851,HIGHLAND,,NW,AVE,, ,GRANTS PASS,OR,97526,43:51.0,BTAX-036700-01-2024,43:51.0
BUMGARDNERS LANDSCAPE         , ,Outside City Limits,541320,Landscaping Services,,00:00.0,976FE4D1-EEAF-4439-ADA8-E0969345BEF7,5418267713,7878,BLACKWELL,,,RD,,,CENTRAL POINT,OR,97502,03:27.0,BTAX-035448-08-2023,03:27.0
BURTON NUMISMATICS            ,GARY L & AIDA  BURTON,Inside City Limits,813990,Organization-Misc,,00:00.0,704A6301-2A9E-42D8-BC5F-B7EDB06F8725,5414791204,306,I,,SE,ST,,,GRANTS PASS,OR,97526,59:11.0,BTAX-034550-07-2023,59:11.0
CAFE TERRANOVA LLC,ROSEMARY SPIELMAN,Inside City Limits,722511,Restaurant,TERRANOVA,00:00.0,00cb9384-0d29-43a7-bf77-4975cf3c63f7,5412262389,130,G,,SE,ST,,,GRANTS PASS,OR,97526,49:00.0,BTAX-034493-06-2023,49:00.0
CAFE TERRANOVA LLC, ,Inside City Limits,722511,Restaurant,TERRANOVA,00:00.0,00cb9384-0d29-43a7-bf77-4975cf3c63f7,5412262389,130,G,,SE,ST,,,GRANTS PASS,OR,97526,49:00.0,BTAX-034493-06-2023,49:00.0
CAFE TERRANOVA LLC,MAIA BLACK,Inside City Limits,722511,Restaurant,TERRANOVA,00:00.0,00cb9384-0d29-43a7-bf77-4975cf3c63f7,5412262389,130,G,,SE,ST,,,GRANTS PASS,OR,97526,49:00.0,BTAX-034493-06-2023,49:00.0
CAMP SHARON DIVERSITIES       ,S  ALEXANDER,Inside City Limits,531311,Property Management,,00:00.0,E5541D46-7A29-41C3-8BD6-CF103DDE0273,5414415259,560,F,,NE,ST,,SUITE 157,GRANTS PASS,OR,97526,38:56.0,BTAX-036161-10-2023,38:56.0
CANDELA DANCE STUDIO          ,MELISSA  MCROBBIE,Inside City Limits,711120,Dance Studio,,00:00.0,FFED40D4-523F-4F43-9A4D-7DCA36BE4F4F,5412917900,202,REDWOOD,,,HWY,,C,GRANTS PASS,OR,97527,52:55.0,BTAX-035294-07-2023,52:55.0
CANINE CREATIONS              ,CINDY  CHANDLER,Inside City Limits,812910,Pet Care Services,,00:00.0,B386C8EB-BD7E-4B0D-A7AF-332F539F51DA,5414793566,1701,ROGUE RIVER,,,Hwy,,,GRANTS PASS,OR,97527,35:09.0,BTAX-034723-07-2023,35:09.0
