CompanyName,ContactName,Location,CodeNumber,BusinessType,dba,OpenedDate,BLGLOBALENTITYEXTENSIONID,BusinessPhone,ADDRESSLINE1,ADDRESSLINE2,ADDRESSLINE3,PREDIRECTION,STREETTYPE,POSTDIRECTION,UNITORSUITE,CITY,STATE,POSTALCODE,ISSUEDDATE,LICENSENUMBER,EXPIRATIONDATE
DAVID M KRAUSS DC            ,DAVID M  KRAUSS DC,Inside City Limits,621310,Medical-Chiropractor,,00:00.0,441B293F-129F-4CFC-8BF3-7EE210624138,5414764616,1217,6TH,,NE,ST,, ,GRANTS PASS,OR,97526,56:47.0,BTAX-042079-10-2025,56:47.0
DAVID R WILLING DC LLC           ,DAVID R  WILLING,Inside City Limits,621310,Medical-Chiropractor,,00:00.0,C4E56965-4B14-4FA6-94D2-5383A1B38659,5414762112,237,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,41:08.0,BTAX-041338-08-2025,41:08.0
DAWN SCHMIDT - PK TRANSCRIPTION ,DAWN M  SCHMIDT,Inside City Limits,561110,Administration-Office,,00:00.0,86545FE8-A36C-46F5-9045-87363E77C649,5419550445,619,LEONARD,,SW,ST,, ,GRANTS PASS,OR,97526,31:54.0,BTAX-041021-07-2025,31:54.0
DAY OR NIGHT ELECTRIC         , ,Outside City Limits,238210,Contractor-Electrical,,00:00.0,F4BEBF05-B9C1-4BB1-8FDC-3C0FF6528A8F,5418742371,1078,SHOESTRING,,,RD,,,RIDDLE,OR,97469,53:16.0,BTAX-042040-10-2025,53:16.0
DAY OR NIGHT ELECTRIC         ,CODY HACKETT,Outside City Limits,238210,Contractor-Electrical,,00:00.0,F4BEBF05-B9C1-4BB1-8FDC-3C0FF6528A8F,5418742371,1078,SHOESTRING,,,RD,,,RIDDLE,OR,97469,53:16.0,BTAX-042040-10-2025,53:16.0
DAYDREAM ESTHETICS,ALLYSON HARLACHER,Inside City Limits,812112,Esthetician Services,,00:00.0,e07c198e-5038-44b2-bd29-b405dade308e,5414411297,215,6TH,,SE,ST,,SUITE 203,GRANTS PASS,OR,97526,06:08.0,BTAX-042481-12-2025,06:08.0
DAYDREAM ESTHETICS, ,Inside City Limits,812112,Esthetician Services,,00:00.0,e07c198e-5038-44b2-bd29-b405dade308e,5414411297,215,6TH,,SE,ST,,SUITE 203,GRANTS PASS,OR,97526,06:08.0,BTAX-042481-12-2025,06:08.0
DB FRANCHISING USA LLC       , ,Inside City Limits,561110,Administration-Office,,00:00.0,36e74d15-24bd-4c02-9532-726c0763f231,5419554700,110,4TH,,SW,ST,, ,GRANTS PASS,OR,97526,18:00.0,BTAX-040151-04-2025,18:00.0
DEANO'S DINER                 ,HEIDI  KRANZ,Inside City Limits,722511,Restaurant,,00:00.0,DF3148C2-7780-4641-89E2-F2953C8BAB22,5412184256,2480,WILLIAMS,, ,HWY,, ,GRANTS PASS,OR,97527,44:14.0,BTAX-041080-08-2025,44:14.0
DEBRA GEBHARD LMT            ,DEBRA  GEBHARD,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,6BB739AE-D5EB-43DD-8215-A08D7181AC91,5414710397,1607,WILLIAMS,,,HWY,, ,GRANTS PASS,OR,97527,00:58.0,BTAX-042047-10-2025,00:58.0
DEL SAITO'S MARTIAL ARTS      ,DEL & IDA  SAITO,Inside City Limits,713940,Fitness Center,,00:00.0,3C2D604E-A8E2-4B0A-B8CE-BE6058C90C22,5414713002,1535,HARBECK,, ,RD,, ,GRANTS PASS,OR,97527,18:20.0,BTAX-040757-07-2025,18:20.0
"DELTA LINK, INC",STACEY EICHNER,Outside City Limits,237130,Contractor-Telecommunications,,00:00.0,b15ad1e2-a407-4b4e-809f-e2280178c36f,5418412776,202,WILSON,,,WAY,,,EAGLE POINT,OR,97524,41:21.0,BTAX-042883-03-2026,41:21.0
"DELTA LINK, INC", ,Outside City Limits,237130,Contractor-Telecommunications,,00:00.0,b15ad1e2-a407-4b4e-809f-e2280178c36f,5418412776,202,WILSON,,,WAY,,,EAGLE POINT,OR,97524,41:21.0,BTAX-042883-03-2026,41:21.0
DETAIL FREELANCE LLC,CATHERINE SABADOS,Inside City Limits,541219,Bookkeeping Services,,00:00.0,dfe0d6ae-d04b-4c9d-8f82-a252a93355aa,5413244798,1422,RAYDEAN,,,DR,,,GRANTS PASS,OR,97527,21:06.0,BTAX-042355-12-2025,21:06.0
DETAIL FREELANCE LLC, ,Inside City Limits,541219,Bookkeeping Services,,00:00.0,dfe0d6ae-d04b-4c9d-8f82-a252a93355aa,5413244798,1422,RAYDEAN,,,DR,,,GRANTS PASS,OR,97527,21:06.0,BTAX-042355-12-2025,21:06.0
DEWAYNE LUMPKIN DESIGN STUDIO/GALLERY,DEWAYNE LUMPKIN,Inside City Limits,453920,Art Dealer,,00:00.0,2d1e2706-a044-4c16-b540-188b72931483,5417619978,1550,ROGUE RIVER,,,HWY,,,GRANTS PASS,OR,97527,37:56.0,BTAX-040450-06-2025,37:56.0
DEWAYNE LUMPKIN DESIGN STUDIO/GALLERY, ,Inside City Limits,453920,Art Dealer,,00:00.0,2d1e2706-a044-4c16-b540-188b72931483,5417619978,1550,ROGUE RIVER,,,HWY,,,GRANTS PASS,OR,97527,37:56.0,BTAX-040450-06-2025,37:56.0
DG CREATIVE BRANDING          ,KAREN  ADAIR,Inside City Limits,541810,Advertising Agency,,00:00.0,B36C9493-C79A-4017-BE26-4F9B4DC1FFF0,7073915273,2345,ROBERTSON,, ,CRST,, ,GRANTS PASS,OR,97527,20:08.0,BTAX-042019-10-2025,20:08.0
DG RETAIL LLC, ,Inside City Limits,452990,Retail-General Merchandise ,DOLLAR GENERAL STORE #19768,00:00.0,a1326253-dbdf-4f7f-a23c-1ebe623404b0,6158554000,1950,BRIDGE,,SW,ST,, ,GRANTS PASS,OR,97526,44:11.0,BTAX-042495-12-2025,44:11.0
DIAMOND AUTO DETAIL GP        ,GRANT J  RIVERIA,Inside City Limits,811192,Car Wash & Detailing,,00:00.0,7EC3639F-615A-42AC-8769-C643CC108603,5414790087,712,REDWOOD,,,Hwy,,,GRANTS PASS,OR,97527,51:27.0,BTAX-042728-02-2026,51:27.0
DIAMOND ENTERPRISE LLC, ,Inside City Limits,446110,Pharmacy/Drug Store,,00:00.0,e03b72df-f3fb-4afc-8a15-c076829d94c2,5419168355,300,6TH,,SW,ST,, ,GRANTS PASS,OR,97526,44:17.0,BTAX-041165-08-2025,44:17.0
DIAMOND ENTERPRISE LLC,CARRIE BOLTZ,Inside City Limits,446110,Pharmacy/Drug Store,,00:00.0,e03b72df-f3fb-4afc-8a15-c076829d94c2,5419168355,300,6TH,,SW,ST,, ,GRANTS PASS,OR,97526,44:17.0,BTAX-041165-08-2025,44:17.0
DIAMOND ENTERPRISE LLC,JAMES SPARMAN,Inside City Limits,446110,Pharmacy/Drug Store,,00:00.0,e03b72df-f3fb-4afc-8a15-c076829d94c2,5419168355,300,6TH,,SW,ST,, ,GRANTS PASS,OR,97526,44:17.0,BTAX-041165-08-2025,44:17.0
DIAMOND WINDOW CO INC,CHRIS  MITCHELL,Inside City Limits,454390,Retail-Misc Direct Selling Establishment,MITCHELL WINDOW & DOOR,00:00.0,29B09F14-86E6-4423-B97E-B6F3C315233E,5414744499,337,UNION,,,AVE,,SUITE G,GRANTS PASS,OR,97527,41:01.0,BTAX-042466-12-2025,41:01.0
DINGUS PHOTOGRAPHY     ,L  VINCE  WILLIAMS,Inside City Limits,541921,Photography,,00:00.0,93F98403-85E4-4946-82FF-16E5C6314CBF,5414791466,1138,WESTERLY,,SW,CT,, ,GRANTS PASS,OR,97527,10:14.0,BTAX-041133-08-2025,10:14.0
DIVERSIFIED INVESTMENTS       ,SHERYL  MORACE-MIKEL,Inside City Limits,523999,Finance-Investment Activities,,00:00.0,2600590E-8881-4D54-88B2-E20783F0449A,5414747371,777,7TH,,NE,ST,,,GRANTS PASS,OR,97526,01:48.0,BTAX-041446-08-2025,01:48.0
DIVERSIFIED MAINTENANCE SYSTEMS ,DANIEL N & RENEE K  WALLACE,Inside City Limits,561720,Janitorial Services,DMS,00:00.0,337FEBE9-8ABC-48ED-B5E1-C2970AD7DB61,5414766769,1454,RAYDEAN,, ,DR,, ,GRANTS PASS,OR,97527,26:48.0,BTAX-041887-09-2025,26:48.0
DIVYA RESTAURANT LLC,HARDEEP SINGH,Inside City Limits,722513,Limited-Service Restaurant,SAMS BURGER,00:00.0,bc1fdea6-ce3c-4d86-8211-f5f6c0d2a340,5412953097,1644,N,,SE,ST,,#6B,GRANTS PASS,OR,97526,24:04.0,BTAX-040164-04-2025,24:04.0
DIVYA RESTAURANT LLC, ,Inside City Limits,722513,Limited-Service Restaurant,SAMS BURGER,00:00.0,bc1fdea6-ce3c-4d86-8211-f5f6c0d2a340,5412953097,1644,N,,SE,ST,,#6B,GRANTS PASS,OR,97526,24:04.0,BTAX-040164-04-2025,24:04.0
DJ'S BUMP & PAINT PARLOR      ,DIRK H  JOHNSON,Inside City Limits,811121,"Auto-Body, Paint & Interior",DJ'S BUMP & PAINT,00:00.0,A84A3833-9CD5-436D-BC77-CE4DA8EB99F3,5414765604,325,G,,SW,ST,, ,GRANTS PASS,OR,97526,24:45.0,BTAX-041519-08-2025,24:45.0
DMJ SHUTTLES                  ,DARILYN  KOSTER,Inside City Limits,485310,Transportation-Taxi,,00:00.0,90EA52F7-342B-4282-99B3-062ED289473B,5414764382,711,12TH,,NE,ST,, ,GRANTS PASS,OR,97526,55:10.0,BTAX-040619-07-2025,55:10.0
DOLLAR GENERAL STORE #16558, ,Inside City Limits,452111,Retail-Department Store,,00:00.0,736ac2d9-8b32-4aaf-b4a2-4c354a32fd47,6158554000,1290,REDWOOD,, ,AVE,, ,GRANTS PASS,OR,97527,25:26.0,BTAX-042762-02-2026,25:26.0
DOLLAR GENERAL STORE #16558, ,Inside City Limits,452111,Retail-Department Store,,00:00.0,736ac2d9-8b32-4aaf-b4a2-4c354a32fd47,6158554000,1290,REDWOOD,, ,AVE,, ,GRANTS PASS,OR,97527,25:26.0,BTAX-042762-02-2026,25:26.0
DOLLAR TREE STORES INC #2945 ,DOLLAR        ,Inside City Limits,454390,Retail-Misc Direct Selling Establishment,,00:00.0,584C8F22-204D-4CFF-8BCE-F54F9442F5F7,5414791777,320,AGNESS,,NE,AVE,,,GRANTS PASS,OR,97526,32:44.0,BTAX-041728-09-2025,32:44.0
DONUTLAND                     ,HEANG  PHAY,Inside City Limits,311811,Bakery,,00:00.0,635719DA-16A2-4AB7-B38C-3B9E706F8536,5412262180,75,FRUITDALE,,,DR,,,GRANTS PASS,OR,97527,05:10.0,BTAX-040184-04-2025,05:10.0
DONUTLAND                     ,ANNETTE PHAY,Inside City Limits,311811,Bakery,,00:00.0,635719DA-16A2-4AB7-B38C-3B9E706F8536,5412262180,75,FRUITDALE,,,DR,,,GRANTS PASS,OR,97527,05:10.0,BTAX-040184-04-2025,05:10.0
DONUTLAND                     , ,Inside City Limits,311811,Bakery,,00:00.0,635719DA-16A2-4AB7-B38C-3B9E706F8536,5412262180,75,FRUITDALE,,,DR,,,GRANTS PASS,OR,97527,05:10.0,BTAX-040184-04-2025,05:10.0
DOORWAY OF HOPE, ,Inside City Limits,541611,Consulting Service,WELLNESS CONSULTANT,00:00.0,29b5f5a3-0249-4dcf-93d2-31b86667e07e,7074980663,2106,BRIDGE,,SW,ST,,,GRANTS PASS,OR,97526,11:06.0,BTAX-040212-04-2025,11:06.0
DOORWAY OF HOPE,KATHLEEN KROHN,Inside City Limits,541611,Consulting Service,WELLNESS CONSULTANT,00:00.0,29b5f5a3-0249-4dcf-93d2-31b86667e07e,7074980663,2106,BRIDGE,,SW,ST,,,GRANTS PASS,OR,97526,11:06.0,BTAX-040212-04-2025,11:06.0
DOUBLE R PRODUCTS             , ,Inside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,C2C749BA-7C55-4F46-9F9B-0D41E6C0326F,5414761387,901,E,,NW,ST,, ,GRANTS PASS,OR,97526,54:24.0,BTAX-041560-08-2025,54:24.0
DOUG GILLETTE PLUMBING LLC        ,DOUG GILLETTE,Inside City Limits,238220,Plumber,,00:00.0,6EAC2705-849F-4F1D-AE6B-8F152CBC8871,5412182464,1201,ALLENWOOD,,SE,DR,, ,GRANTS PASS,OR,97527,00:12.0,BTAX-041084-08-2025,00:12.0
DOUGLASS TREE LLC, ,Inside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,559e8125-ca47-4253-ade2-881874db7c15,5413268116,805,SCENIC,,NW,DR,,,GRANTS PASS,OR,97526,00:07.0,BTAX-041893-09-2025,00:07.0
DOUGLASS TREE LLC,MIKE DOUGLASS,Inside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,559e8125-ca47-4253-ade2-881874db7c15,5413268116,805,SCENIC,,NW,DR,,,GRANTS PASS,OR,97526,00:07.0,BTAX-041893-09-2025,00:07.0
DOUG'S GARDENING SERVICE      ,DOUGLAS G  CLARK,Inside City Limits,541320,Landscaping Services,,00:00.0,58279DDE-8236-4E05-8D23-B22D840FD2CE,5414716148,1411,RAYDEAN,, ,DR,, ,GRANTS PASS,OR,97527,59:27.0,BTAX-041292-08-2025,59:27.0
DR KEVIN TEAGLE DC CCSP     ,KEVIN  TEAGLE,Inside City Limits,621111,Medical-Physician,,00:00.0,02590E46-3F9A-413F-BCFE-FB662C2398CD,5414742225,1829,NEBRASKA,,,AVE,,,GRANTS PASS,OR,97527,58:54.0,BTAX-041715-09-2025,58:54.0
"DRIVE CAR WASH, INC",DEREK  HORSLEY,Inside City Limits,811192,Car Wash & Detailing,CRATER CAR WASH,00:00.0,7246ccc6-4033-41c1-817b-84d27f6c28ef,5419168544,1562,F,,NE,ST,, ,GRANTS PASS,OR,97526,30:44.0,BTAX-042963-03-2026,30:44.0
"DRIVE CAR WASH, INC", ,Inside City Limits,811192,Car Wash & Detailing,CRATER CAR WASH,00:00.0,7246ccc6-4033-41c1-817b-84d27f6c28ef,5419168544,1562,F,,NE,ST,, ,GRANTS PASS,OR,97526,30:44.0,BTAX-042963-03-2026,30:44.0
"DRIVE CAR WASH, INC",JOHN SAUSE,Inside City Limits,811192,Car Wash & Detailing,CRATER CAR WASH,00:00.0,7246ccc6-4033-41c1-817b-84d27f6c28ef,5419168544,1562,F,,NE,ST,, ,GRANTS PASS,OR,97526,30:44.0,BTAX-042963-03-2026,30:44.0
DUANE & BELINDA MARZI RENTALS ,DUANE & BELINDA  MARZI,Inside City Limits,531110,Rental Units/Landlord,,00:00.0,843A99BC-72EB-44D9-B18D-3FB5940AF640,5414720102,1127,ORIOLE,,SE,ST,, ,GRANTS PASS,OR,97526,28:30.0,BTAX-041325-08-2025,28:30.0
DUCTS N STUFF LLC, ,Inside City Limits,238220,Contractor-HVAC Services,,00:00.0,b2611f6e-8208-46f7-b9d2-4c7d592eecf2,5416593606,1484,RAYDEAN,,,DR,,C,GRANTS PASS,OR,97527,39:58.0,BTAX-041845-09-2025,39:58.0
DUCTS N STUFF LLC,JEREMY GUTHRIE,Inside City Limits,238220,Contractor-HVAC Services,,00:00.0,b2611f6e-8208-46f7-b9d2-4c7d592eecf2,5416593606,1484,RAYDEAN,,,DR,,C,GRANTS PASS,OR,97527,39:58.0,BTAX-041845-09-2025,39:58.0
DUDZ DEN,RENEE  KINCAID,Inside City Limits,812111,Barber Shop,,00:00.0,06E89808-1B66-49E8-A9DC-E022FC0B0D04,5419558877,202,REDWOOD,, ,HWY,, ,GRANTS PASS,OR,97527,03:41.0,BTAX-040673-07-2025,03:41.0
"DUTCH BROS., LLC - A-TOWN           ",TRAVIS  BOERSMA,Inside City Limits,722515,Snack and Nonalcoholic Beverage Shop,,00:00.0,49EB06EA-C1AD-46B8-9638-76E42C4AF350,5419554700,1620,ALLEN CREEK,,,Rd,,B,GRANTS PASS,OR,97527,54:04.0,BTAX-042186-10-2025,54:04.0
"DUTCH BROS., LLC - COFFEE HOUSE       ",TRAVIS  BOERSMA,Inside City Limits,722515,Snack and Nonalcoholic Beverage Shop,,00:00.0,46800D35-8DDE-4DD0-BFD4-2C1D740BE0DF,5419554700,332,6TH,,NW,ST,, ,GRANTS PASS,OR,97526,44:55.0,BTAX-042190-10-2025,44:55.0
"DUTCH BROS., LLC - GP SHOPPING CENTER",TRAVIS  BOERSMA,Inside City Limits,722515,Snack and Nonalcoholic Beverage Shop,,00:00.0,B8C2BEFC-6742-46D2-B728-14E26A071157,5419554700,903,D,,NE,ST,, ,GRANTS PASS,OR,97526,30:03.0,BTAX-042187-10-2025,30:03.0
"DUTCH BROS., LLC - HILLCREST        ",TRAVIS  BOERSMA,Inside City Limits,722515,Snack and Nonalcoholic Beverage Shop,,00:00.0,DBD0760A-A401-4176-A19F-774E283F9AD5,5419554700,1698,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,13:35.0,BTAX-042188-10-2025,13:35.0
"DUTCH BROS., LLC - I                  ",TRAVIS  BOERSMA,Inside City Limits,722515,Snack and Nonalcoholic Beverage Shop,,00:00.0,3ED762B9-AB42-43B3-9A38-42C1D47B6772,5419554700,150,6TH,,SW,ST,, ,GRANTS PASS,OR,97526,24:29.0,BTAX-042189-10-2025,24:29.0
"DUTCH BROS., LLC - III                ",TRAVIS  BOERSMA,Inside City Limits,722515,Snack and Nonalcoholic Beverage Shop,,00:00.0,198BBCDD-71ED-4575-A9D7-FF740187CF0F,5419554700,1390,WILLIAMS,, ,HWY,, ,GRANTS PASS,OR,97527,10:14.0,BTAX-042192-10-2025,10:14.0
"DUTCH BROS., LLC - IV                 ",TRAVIS  BOERSMA,Inside City Limits,722515,Snack and Nonalcoholic Beverage Shop,,00:00.0,CBFD0E66-A6B7-4DBF-A998-779BB27BBCC0,5419554700,251,AGNESS,,NE,AVE,, ,GRANTS PASS,OR,97526,50:49.0,BTAX-042191-10-2025,50:49.0
"DUTCH BROS., LLC - RINGUETTE        ",TRAVIS  BOERSMA,Inside City Limits,722515,Snack and Nonalcoholic Beverage Shop,,00:00.0,F7433FCD-5873-4AE8-B230-103E3BA620D7,5419554700,638,REDWOOD,, ,HWY,, ,GRANTS PASS,OR,97527,33:58.0,BTAX-042281-11-2025,33:58.0
DWIGHT D FASZER,Dwight Faszer,Inside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,69509CF0-C13C-49FF-965F-8DA9C0898461,5416590394,1634,BEVERLY,,NE,DR,, ,GRANTS PASS,OR,97526,00:21.0,BTAX-041017-07-2025,00:21.0
"DWYER WILLIAMS CHERKOSS ATTORNEYS, P.C.", DWYER WILLIAMS POTTER ATTY LLP,Outside City Limits,541110,Lawyer,,00:00.0,942D17F3-FB32-4ED5-A2A2-223988636B63,5416170555,777,7TH,,NE,ST,,SUITE 106,GRANTS PASS,OR,97526,22:44.0,BTAX-041383-08-2025,22:44.0
"DWYER WILLIAMS CHERKOSS ATTORNEYS, P.C.",DWYER WILLIAMS CHERKOSS ATTORNEYS,Outside City Limits,541110,Lawyer,,00:00.0,942D17F3-FB32-4ED5-A2A2-223988636B63,5416170555,777,7TH,,NE,ST,,SUITE 106,GRANTS PASS,OR,97526,22:44.0,BTAX-041383-08-2025,22:44.0
DYNACO PRODUCTS               ,MARY/GUY  ANDERSON,Inside City Limits,811211,Consumer Electronics Repair/Maint,,00:00.0,B3BD1F88-F2F6-4734-A44F-AA9762A88A9F,5419554600,570,SERENITY,, ,LN,, ,GRANTS PASS,OR,97526,33:43.0,BTAX-041358-08-2025,33:43.0
"E S A M, INC                  ",INC)  SHAREHOLDERS (ESAM,Inside City Limits,811211,Consumer Electronics Repair/Maint,,00:00.0,EF8C8D0A-9DA1-42CB-A373-7CFCF81DEEEB,5414769162,2100,SPALDING,,NE,AVE,, ,GRANTS PASS,OR,97526,44:09.0,BTAX-041558-08-2025,44:09.0
EA2 LLC,SHANNON MATTSON,Inside City Limits,531210,Real Estate Agents/Brokers,RE/MAX INTEGRITY,00:00.0,B3ED4763-E012-46A4-A616-611CC271BCB1,5419558483,1830,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,14:18.0,BTAX-042001-10-2025,14:18.0
EAGLE PLYWOOD SPECIALTIES     ,MICHAEL & DENISE  PRATT,Inside City Limits,321999,Manufacturing-Wood Products,,00:00.0,AF381211-75EF-41F4-B2B5-0ACE1FCDB046,5414793301,2158,INDUSTRY,,NE,DR,,,GRANTS PASS,OR,97526,09:32.0,BTAX-040904-07-2025,09:32.0
EAM INC                      ,KORICK & KIMBERLY  DANIELS,Inside City Limits,532111,Rental-Car Rentals,SOUTHERN OREGON RENTALS ,00:00.0,DC4EAA8A-7A76-47ED-8997-A03D39A9A5FD,5414760007,825,F,,NE,ST,, ,GRANTS PASS,OR,97526,20:26.0,BTAX-040908-07-2025,20:26.0
ecoATM LLC,ecoATM Legal,Inside City Limits,443142,Retail-Electronics,,00:00.0,3ECF2A9A-D0EF-488A-AB7C-BAB94BC5D94E,8587667522,1950,BRIDGE,,SW,ST,, ,GRANTS PASS,OR,97526,28:48.0,BTAX-040439-05-2025,28:48.0
ED STARNER EXCAVATING         ,TERRI L & WALLACE E  STARNER,Inside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,F75AA81E-A9F5-4B18-BAFC-61FBA199E3BF,5412262139,2906,MIDWAY,,,AVE,,,GRANTS PASS,OR,97527,45:38.0,BTAX-041328-08-2025,45:38.0
EDDY'S GRILL LLC,CHARLES SHECKELLS,Inside City Limits,722513,Limited-Service Restaurant,,00:00.0,2906B532-A569-4B87-9235-221AB5BD8564,7029019636,956,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,58:23.0,BTAX-042027-10-2025,58:23.0
EDDY'S GRILL LLC, ,Inside City Limits,722513,Limited-Service Restaurant,,00:00.0,2906B532-A569-4B87-9235-221AB5BD8564,7029019636,956,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,58:23.0,BTAX-042027-10-2025,58:23.0
EDGEWATER CHRISTIAN FELLOWSHIP, NON-PROFIT CHURCH             ,Inside City Limits,813110,Religious Organization,,00:00.0,E1E31500-3A46-4043-B708-4BFFCC01091D,5414747172,101,ASSEMBLY,,,CIR,, ,GRANTS PASS,OR,97526,46:17.0,BTAX-041310-08-2025,46:17.0
EDWARD D JONES & CO LP       , EDWARD D JONES & CO           ,Inside City Limits,525990,Finance-Misc Finance,,00:00.0,9764A626-373C-49C0-8DEA-DAC044464E5A,5414796432,117,E,,NW,ST,, ,GRANTS PASS,OR,97526,39:50.0,BTAX-041962-10-2025,39:50.0
EDWARD D JONES & CO LP, EDWARD D JONES & CO LP,Inside City Limits,525990,Finance-Misc Finance,EDWARD JONES,00:00.0,B832B692-81D6-4629-9C1D-340EEC85EB0D,5414799660,725,7TH,,NE,ST,,SUITE A,GRANTS PASS,OR,97526,45:06.0,BTAX-041963-10-2025,45:06.0
EDWARD JONES                  , PARTNERSHIP (LIMITED)         ,Inside City Limits,525990,Finance-Misc Finance,EDWARD JONES,00:00.0,DF221121-80EA-4B4C-9AE1-E67821CF44F2,5414791634,300,UNION,,,AVE,,SUITE D,GRANTS PASS,OR,97527,02:22.0,BTAX-041965-10-2025,02:22.0
EDWARD JONES                  , EDJ HOLDING & THE JONES FINANC,Inside City Limits,525990,Finance-Misc Finance,EDWARD JONES,00:00.0,6F953445-1439-4A46-AB5F-072EE5B1A279,5414790829,1660,WILLIAMS,,,Hwy,,,GRANTS PASS,OR,97527,50:44.0,BTAX-041964-10-2025,50:44.0
EDWARD JONES, ,Inside City Limits,523999,Finance-Investment Activities,,00:00.0,ac52c69a-db07-4045-b75c-9ef40025ebb2,5417874349,1830,7TH,,NE,ST,,SUITE 101,GRANTS PASS,OR,975263489,13:23.0,BTAX-041966-10-2025,13:23.0
EDWARD JONES,JENNIFER GODFREY,Inside City Limits,523999,Finance-Investment Activities,,00:00.0,ac52c69a-db07-4045-b75c-9ef40025ebb2,5417874349,1830,7TH,,NE,ST,,SUITE 101,GRANTS PASS,OR,975263489,13:23.0,BTAX-041966-10-2025,13:23.0
EDWARDS FLOOR COVERING         ,STEVE  EDWARDS,Inside City Limits,442210,Retail-Floor Coverings,,00:00.0,404E94A3-BBB3-4761-9412-E3BCC7DEAA96,5416590513,405,ROBERTSON BRIDGE,, ,RD,, ,GRANTS PASS,OR,97526,45:43.0,BTAX-040772-07-2025,45:43.0
EL CHARRO VIEJO               , MORA & AGUILAR                ,Inside City Limits,722511,Restaurant,,00:00.0,42DBB5B7-BFE7-444D-8CBD-C52A332FBD7A,5419555929,1610,ALLEN CREEK,,SW,RD,,SUITE 103,GRANTS PASS,OR,97527,06:50.0,BTAX-041597-09-2025,06:50.0
EL MOLCAJETE MEXICAN RESTUARANT LLC, ,Inside City Limits,722511,Restaurant,,00:00.0,E52E176C-8B89-4C42-BF17-3207A63CB4BC,5414741506,201,PARK,,E,ST,, ,GRANTS PASS,OR,97527,43:20.0,BTAX-042387-12-2025,43:20.0
EL MOLCAJETE MEXICAN RESTUARANT LLC,MARIELA HERNANDEZ,Inside City Limits,722511,Restaurant,,00:00.0,E52E176C-8B89-4C42-BF17-3207A63CB4BC,5414741506,201,PARK,,E,ST,, ,GRANTS PASS,OR,97527,43:20.0,BTAX-042387-12-2025,43:20.0
ELAINE F KING                 ,ELAINE F  KING,Inside City Limits,541213,Tax Preparation Services,,00:00.0,B43CBC7A-4ECE-4099-8EA8-2C7AD8998BA0,5414749839,2595,NEW HOPE,,,RD,,,GRANTS PASS,OR,97527,38:18.0,BTAX-041404-08-2025,38:18.0
"ELECTRIFY AMERICA, LLC", ,Inside City Limits,447190,Gas Station,,00:00.0,c014633e-476b-4038-8636-d66c04744bc5,7036363671,135,TERRY,,NE,LN,, ,GRANTS PASS,OR,97526,50:59.0,BTAX-042873-03-2026,50:59.0
"ELECTRIFY AMERICA, LLC",GIOVANNI PALAZZO,Inside City Limits,447190,Gas Station,,00:00.0,c014633e-476b-4038-8636-d66c04744bc5,7036363671,135,TERRY,,NE,LN,, ,GRANTS PASS,OR,97526,50:59.0,BTAX-042873-03-2026,50:59.0
ELEGANCE II LLC,TRACI PRIEBS,Inside City Limits,453310,Retail-Thrift Store,,00:00.0,1d8fa864-4364-4b46-ba29-5e15adff9f18,5414760570,331,6TH,,SE,ST,, ,GRANTS PASS,OR,97526,25:42.0,BTAX-040191-04-2025,25:42.0
ELEGANCE II LLC, ,Inside City Limits,453310,Retail-Thrift Store,,00:00.0,1d8fa864-4364-4b46-ba29-5e15adff9f18,5414760570,331,6TH,,SE,ST,, ,GRANTS PASS,OR,97526,25:42.0,BTAX-040191-04-2025,25:42.0
ELEGANCE II LLC,TERRI GEORGE,Inside City Limits,453310,Retail-Thrift Store,,00:00.0,1d8fa864-4364-4b46-ba29-5e15adff9f18,5414760570,331,6TH,,SE,ST,, ,GRANTS PASS,OR,97526,25:42.0,BTAX-040191-04-2025,25:42.0
"ELMER'S BREAKFAST, LUNCH, AND DINNER", SOUTHERN OREGON ELMERS LLC,Inside City Limits,722511,Restaurant,,00:00.0,B62C7514-F147-46FB-9D26-EA2AEEB0B3ED,5414740740,175,AGNESS,,NE,AVE,, ,GRANTS PASS,OR,97526,45:20.0,BTAX-040968-07-2025,45:20.0
ELWOOD STAFFING SERVICES INC ,INC  ELWOOD STAFFING SERVICES,Outside City Limits,561330,Professional Employer Organization,,00:00.0,C8F0524D-1480-4971-B27A-FD70EAFB4786,8123726200,2368,CRATER LAKE,,,AVE,,,MEDFORD,OR,97504,22:16.0,BTAX-041672-09-2025,22:16.0
