CompanyName,ContactName,Location,CodeNumber,BusinessType,dba,OpenedDate,BLGLOBALENTITYEXTENSIONID,BusinessPhone,ADDRESSLINE1,ADDRESSLINE2,ADDRESSLINE3,PREDIRECTION,STREETTYPE,POSTDIRECTION,UNITORSUITE,CITY,STATE,POSTALCODE,ISSUEDDATE,LICENSENUMBER,EXPIRATIONDATE
"EVOLUTION PLUMBING LLC       ",Shaina Pasi,Outside City Limits,238190,Contractor-General/Building Exterior,,2015-10-01 00:00:00.000,0408E355-FFB4-46BE-9FDC-1A8DA1C7723E,5036553388,7210,47TH,,NE,AVE,,,PORTLAND,OR,97218,2025-09-26 08:37:19.000,BTAX-041871-09-2025,2026-09-30 08:37:19.000
"EVOLUTION PLUMBING LLC       ",RICHARD PINE,Outside City Limits,238190,Contractor-General/Building Exterior,,2015-10-01 00:00:00.000,0408E355-FFB4-46BE-9FDC-1A8DA1C7723E,5036553388,7210,47TH,,NE,AVE,,,PORTLAND,OR,97218,2025-09-26 08:37:19.000,BTAX-041871-09-2025,2026-09-30 08:37:19.000
"EVOLUTION PLUMBING LLC       ",DENISE PINE,Outside City Limits,238190,Contractor-General/Building Exterior,,2015-10-01 00:00:00.000,0408E355-FFB4-46BE-9FDC-1A8DA1C7723E,5036553388,7210,47TH,,NE,AVE,,,PORTLAND,OR,97218,2025-09-26 08:37:19.000,BTAX-041871-09-2025,2026-09-30 08:37:19.000
EVOLVE BUSINESS SOLUTION LLC,LAUREN REGNANI,Inside City Limits,561110,Administration-Office,,2016-05-05 00:00:00.000,073970ee-a130-4a1c-a752-4d867aab745c,5413260679,PO BOX 4633,,,,,,,MEDFORD,OR,97501,2025-08-19 16:21:35.000,BTAX-041434-08-2025,2026-08-31 16:21:35.000
EVOLVE BUSINESS SOLUTION LLC," ",Inside City Limits,561110,Administration-Office,,2016-05-05 00:00:00.000,073970ee-a130-4a1c-a752-4d867aab745c,5413260679,PO BOX 4633,,,,,,,MEDFORD,OR,97501,2025-08-19 16:21:35.000,BTAX-041434-08-2025,2026-08-31 16:21:35.000
EXCLUSIVE WIRELESS INC,THOMAS HENG,Inside City Limits,517110,Telecommunication-Wireless Carrier,T-MOBILE,2019-06-18 00:00:00.000,386524af-2e29-4d67-94ca-adfbbe1b78c1,5412958033,1320,HERNDON,,W,AVE,,,FRESNO,CA,93711,2025-08-20 14:45:12.000,BTAX-041470-08-2025,2026-08-31 14:45:12.000
EXCLUSIVE WIRELESS INC," ",Inside City Limits,517110,Telecommunication-Wireless Carrier,T-MOBILE,2019-06-18 00:00:00.000,386524af-2e29-4d67-94ca-adfbbe1b78c1,5412958033,1320,HERNDON,,W,AVE,,,FRESNO,CA,93711,2025-08-20 14:45:12.000,BTAX-041470-08-2025,2026-08-31 14:45:12.000
"EXHIBITRON COMPANY            ",KEN  NORTHRUP,Inside City Limits,541430,Graphic Design,,1998-07-01 00:00:00.000,0B36F28F-78BC-40E6-93DE-763AA63B1994,5414717400,505,H,,SE,ST,,,GRANTS PASS,OR,97526,2025-08-01 11:08:17.000,BTAX-041064-08-2025,2026-07-31 11:08:17.000
"EXPERT CLOTHING ALTERATIONS   ",CELESTE  LAFERRIERE-SMITH,Inside City Limits,811490,Tailor,,1987-07-01 00:00:00.000,9EE0C73E-4EF4-4FB9-8590-C319BE0B99B7,5414795156,1315,"7TH ",,NE,ST,,,GRANTS PASS,OR,97526,2025-10-16 12:43:59.000,BTAX-042038-10-2025,2026-10-31 12:43:59.000
"EXPRESS CUTS                  ","UNE/PUNTNEY, LAURIE  REYNOLDS",Inside City Limits,812111,Barber Shop,,1996-03-16 00:00:00.000,7600F2E2-EA82-4A72-829F-4E61CE9BE76F,5414765144,7163,EVANS CREEK,,W,DR,,STE 103,ROGUE RIVER,OR,97537,2026-01-20 15:10:50.000,BTAX-042663-01-2026,2027-01-31 15:10:50.000
EXPRESS EMPLOYMENT PROFESSIONALS," THE STOLLER GROUP INC/        ",Inside City Limits,561311,Employment Agency,,1996-01-02 00:00:00.000,DDA61F00-C98F-4749-81A6-7CDA56B2F737,5417795522,7401,WASHO,,SW,CT,,SUITE 200,TUALATIN,OR,97062,2025-07-25 14:46:24.000,BTAX-040994-07-2025,2026-07-31 14:46:24.000
EYE CARE GROUP OF SOUTHERN OREGON LLC,"   ",Inside City Limits,621320,Medical-Optometrist,,2022-10-14 00:00:00.000,7bae367f-0240-437b-8f6c-517b3e0a46fa,5414764545,1022,6TH,,NW,ST,,,GRANTS PASS,OR,97526,2025-11-19 09:20:22.000,BTAX-042319-11-2025,2026-11-30 09:20:22.000
EYE TO EYE,TAMARA ULREY,Inside City Limits,621330,Medical - Mental Health Counselor,EYE TO EYE INVESTIGATIONS/EYE TO EYE COUNSELING THERAPY,2018-04-10 00:00:00.000,9bb4fcb0-8e6b-4999-ae6f-07d966e221c8,5416211487,980,6TH,,SW,ST,,SUITE 19A,GRANTS PASS,OR,97526,2025-05-19 11:01:51.000,BTAX-040379-05-2025,2026-05-31 11:01:51.000
EYE TO EYE,Tamara Ulrey,Inside City Limits,621330,Medical - Mental Health Counselor,EYE TO EYE INVESTIGATIONS/EYE TO EYE COUNSELING THERAPY,2018-04-10 00:00:00.000,9bb4fcb0-8e6b-4999-ae6f-07d966e221c8,5416211487,980,6TH,,SW,ST,,SUITE 19A,GRANTS PASS,OR,97526,2025-05-19 11:01:51.000,BTAX-040379-05-2025,2026-05-31 11:01:51.000
"E-Z WASH LAUNDROMAT           ",NICK  BAIDA,Inside City Limits,812320,Dry Cleaning Services,,2001-08-29 00:00:00.000,F06F96C7-E0E8-425D-B40D-360EDDAF57AF,5414412210,2855,MAIN,,E,ST,,,ASHLAND,OR,97520,2026-01-20 14:55:16.000,BTAX-042661-01-2026,2026-12-31 14:55:16.000
EZ-WASH & FOLD,WHITNEY RAUM,Inside City Limits,812320,Dry Cleaning Services,,2018-02-22 00:00:00.000,1b278db9-e09e-4439-9779-2aed0bedc75f,5416593400,1295,"EAST VIEW ",,,PL,,,GRANTS PASS,OR,97527,2025-06-23 16:15:53.000,BTAX-040552-06-2025,2026-06-30 16:15:53.000
EZ-WASH & FOLD,TAMMY MENDES,Inside City Limits,812320,Dry Cleaning Services,,2018-02-22 00:00:00.000,1b278db9-e09e-4439-9779-2aed0bedc75f,5416593400,1295,"EAST VIEW ",,,PL,,,GRANTS PASS,OR,97527,2025-06-23 16:15:53.000,BTAX-040552-06-2025,2026-06-30 16:15:53.000
EZ-WASH & FOLD," ",Inside City Limits,812320,Dry Cleaning Services,,2018-02-22 00:00:00.000,1b278db9-e09e-4439-9779-2aed0bedc75f,5416593400,1295,"EAST VIEW ",,,PL,,,GRANTS PASS,OR,97527,2025-06-23 16:15:53.000,BTAX-040552-06-2025,2026-06-30 16:15:53.000
FAIRGROUNDS TOWING & FUEL LLC,RANDY  HARRIS,Inside City Limits,488410,Towing,,1987-04-01 00:00:00.000,40B2FB9F-520E-496B-8800-4C2A4F28D7AD,5414795501,780,UNION,,,AVE,,,GRANTS PASS,OR,97527,2025-09-23 10:53:36.000,BTAX-041857-09-2025,2026-09-30 10:53:36.000
FAMILY HERB SHOP LLC,RAY SPENCER JR,Inside City Limits,446191,Retail-Health Food & Supplements,,1998-05-01 00:00:00.000,399BEE93-6B28-49C4-90FE-145B32DEB2C6,5414793602,247,G,,SW,ST,,,GRANTS PASS,OR,97526,2025-09-08 14:58:09.000,BTAX-041686-09-2025,2026-09-30 14:58:09.000
FANCY VANILLA BEAN LLC,MELISSA DEPUE,Inside City Limits,454390,Retail-Misc Direct Selling Establishment,,2023-08-08 00:00:00.000,e87e9f0c-0ddf-4d41-8cc1-1cfdfc8c30bd,5035109206,367,EL CAMINO,,,WAY,,,GRANTS PASS,OR,97526,2025-08-20 10:13:59.000,BTAX-041440-08-2025,2026-08-31 10:13:59.000
FANCY VANILLA BEAN LLC," ",Inside City Limits,454390,Retail-Misc Direct Selling Establishment,,2023-08-08 00:00:00.000,e87e9f0c-0ddf-4d41-8cc1-1cfdfc8c30bd,5035109206,367,EL CAMINO,,,WAY,,,GRANTS PASS,OR,97526,2025-08-20 10:13:59.000,BTAX-041440-08-2025,2026-08-31 10:13:59.000
"FARMER BROTHERS COFFEE        "," FARMER BROTHERS COFFEE CORP   ",Outside City Limits,425120,Wholesale Agent,,1997-01-01 00:00:00.000,BBD82E73-7AE6-4298-A148-995EB1E9D369,6825496600,ATTN TAX DEPT,,14501 N FREEWAY,,,,,FORT WORTH,TX,76177,2025-09-03 11:31:45.000,BTAX-041624-09-2025,2026-09-30 11:31:45.000
"FARMERS BUILDING SUPPLY INC  ",LEON  STUTZMAN,Inside City Limits,444130,Retail-Hardware,,1987-07-01 00:00:00.000,C0ADC56C-181B-458C-9743-964DEEE1F05E,5414760851,1741,DOWELL,,,RD,,,GRANTS PASS,OR,97527,2025-07-28 15:11:51.000,BTAX-041032-07-2025,2026-07-31 15:11:51.000
FARMHOUSE NETWORKING," ",Outside City Limits,541519,Computer Services,,2016-04-25 00:00:00.000,b5ce26a1-1c3c-4c2f-a7e6-743c6c5d0f0f,5417619549,233,ROGUE RIVER,,,HWY,,#873,GRANTS PASS,OR,97527,2025-08-14 10:26:19.000,BTAX-041231-08-2025,2026-08-31 10:26:19.000
FARMHOUSE NETWORKING,SCOTT CARR II,Outside City Limits,541519,Computer Services,,2016-04-25 00:00:00.000,b5ce26a1-1c3c-4c2f-a7e6-743c6c5d0f0f,5417619549,233,ROGUE RIVER,,,HWY,,#873,GRANTS PASS,OR,97527,2025-08-14 10:26:19.000,BTAX-041231-08-2025,2026-08-31 10:26:19.000
FAST LANE RC LLC," ",Inside City Limits,811211,Consumer Electronics Repair/Maint,,2021-12-10 00:00:00.000,f0f26a4b-e767-46fd-a2df-e37373510ca1,5412189478,850,ROGUE RIVER,,,HWY,,,GRANTS PASS,OR,97527,2026-02-03 14:32:28.000,BTAX-042723-02-2026,2027-01-31 14:32:28.000
FAST LANE RC LLC,MYLES WHITTINGTON,Inside City Limits,811211,Consumer Electronics Repair/Maint,,2021-12-10 00:00:00.000,f0f26a4b-e767-46fd-a2df-e37373510ca1,5412189478,850,ROGUE RIVER,,,HWY,,,GRANTS PASS,OR,97527,2026-02-03 14:32:28.000,BTAX-042723-02-2026,2027-01-31 14:32:28.000
FAUCET BROTHERS PLUMBING LLC,DAVID BITTERLING,Inside City Limits,238220,Plumber,,2018-03-05 00:00:00.000,7ec0e5e2-065e-4778-b536-06846b6c3c02,5418405258,379,FOSSIL STONE,,,TRL,,,BUDA,TX,78610,2025-06-20 10:28:23.000,BTAX-040478-06-2025,2026-06-30 10:28:23.000
FAUCET BROTHERS PLUMBING LLC," ",Inside City Limits,238220,Plumber,,2018-03-05 00:00:00.000,7ec0e5e2-065e-4778-b536-06846b6c3c02,5418405258,379,FOSSIL STONE,,,TRL,,,BUDA,TX,78610,2025-06-20 10:28:23.000,BTAX-040478-06-2025,2026-06-30 10:28:23.000
"FAYE DAWSON RENTALS           ",FAYE  DAWSON,Inside City Limits,531110,Rental Units/Landlord,,1990-07-01 00:00:00.000,79E817C1-BCF5-4987-8ADD-11E47DAA60B5,5414790967,122,SAVAGE,,NE,ST,,,GRANTS PASS,OR,97526,2025-08-20 13:01:21.000,BTAX-041462-08-2025,2026-08-31 13:01:21.000
FED SPEC PURCHASES,WILLIAM WILLIAMS,Inside City Limits,425120,Wholesale Agent,,2017-05-17 00:00:00.000,bdb54d60-ef66-408b-9e1b-5f113f63209c,5592881471,106,F,,NW,ST,,#17,GRANTS PASS,OR,97526,2025-05-05 15:36:52.000,BTAX-040310-05-2025,2026-05-31 15:36:52.000
FED SPEC PURCHASES," ",Inside City Limits,425120,Wholesale Agent,,2017-05-17 00:00:00.000,bdb54d60-ef66-408b-9e1b-5f113f63209c,5592881471,106,F,,NW,ST,,#17,GRANTS PASS,OR,97526,2025-05-05 15:36:52.000,BTAX-040310-05-2025,2026-05-31 15:36:52.000
FEDERAL EXPRESS CORPORATION #A2274," FEDERAL EXPRESS CORP          ",Outside City Limits,492110,Delivery Service-Courier & Express,,2002-03-11 00:00:00.000,64E0C63B-CD71-485B-8704-E26BD0707FA9,5417722802,CSC: 251,LITTLE FALLS,,,DR,,,WILMINGTON,DE,19808,2025-11-04 10:20:17.000,BTAX-042199-11-2025,2026-11-30 10:20:17.000
"FEDERICO VENTURES             ",JASON  FEDERICO,Inside City Limits,722513,Limited-Service Restaurant,DAIRY QUEEN,1997-01-01 00:00:00.000,844E4ACB-EC6F-401D-BA56-9B563E132769,5414768282,1674,"6TH ",,NW,,,,GRANTS PASS,OR,97526,2025-07-23 10:03:18.000,BTAX-040931-07-2025,2026-07-31 10:03:18.000
"FEDERICO VENTURES             ",JASON  FEDERICO,Inside City Limits,722513,Limited-Service Restaurant,DAIRY QUEEN,2006-02-01 00:00:00.000,B508CC18-7787-423F-9B7D-CAEF96EB99A4,5419417658,610,"REDWOOD HWY    ",,,,,,GRANTS PASS,OR,97527,2025-08-14 10:20:46.000,BTAX-041230-08-2025,2026-08-31 10:20:46.000
FERGUSON ELECTRIC LLC," ",Outside City Limits,238210,Contractor-Electrical,,2022-10-26 00:00:00.000,393d34c5-5743-4f5d-a263-efcd874080d5,4582577310,165,ALLENWOOD,,,DR,,,GRANTS PASS,OR,97527,2025-12-05 16:17:29.000,BTAX-042401-12-2025,2026-11-30 16:17:29.000
"FERGUSON FABRICATION LLC     ",WILLIAM T & KERRY  FERGUSON,Outside City Limits,238190,Welding/Fabrication,,1996-10-24 00:00:00.000,C07F306C-F726-46E6-AB77-7D0BF008811C,5414719220,100,GALICE,,,RD,,,MERLIN,OR,97532,2025-07-22 14:19:11.000,BTAX-040894-07-2025,2026-07-31 14:19:11.000
"FERGUSON TREE'S               ",KEN  FERGUSON,Inside City Limits,454390,Christmas Tree Lot,,1990-11-24 00:00:00.000,C7FF23BF-8193-4BB2-A1B5-6E54551314EB,5416599458,5172,AZALEA,,,DR,,,GRANTS PASS,OR,97526,2025-07-16 11:01:08.000,BTAX-040799-07-2025,2026-07-31 11:01:08.000
"FERRELLGAS                    "," FERRELLGAS INC                ",Outside City Limits,238990,Contractor-Trade/Specialty,,2009-03-01 00:00:00.000,42F8501F-BFF6-4DA7-8A28-5D5E134ABE88,5418264664,6093,"HWY 62     ",,,,,,CENTRAL POINT,OR,97502,2025-10-22 12:02:30.000,BTAX-042104-10-2025,2026-04-30 12:02:30.000
"FICKES LLC                   ",TOM FICKES,Inside City Limits,621320,Medical-Optometrist,,2004-06-14 00:00:00.000,592BEFCE-4AA3-4C68-9030-362C2C5DEC09,5414712070,744,FOREST HILL,,,DR,,,ROGUE RIVER,OR,97537,2025-08-01 10:47:06.000,BTAX-041063-08-2025,2026-07-31 10:47:06.000
"FILIPEK CONSTRUCTION, TODD A. ",TODD  FILIPEK,Inside City Limits,238190,Contractor-General/Building Exterior,,2002-06-10 00:00:00.000,B62BC5CC-EF6E-4973-AFCB-C805DE035DCA,5414711946,5523,LEONARD,,,RD,,,GRANTS PASS,OR,97527,2025-07-22 12:34:18.000,BTAX-040877-07-2025,2026-07-31 12:34:18.000
"FINEST BUILDING INTERIORS, LLC",TERRY SUMMERS,Outside City Limits,238190,Contractor-General/Building Exterior,,2023-11-01 00:00:00.000,6f899fde-d063-492b-b19b-c78a7514533d,5419512708,PO BOX 2457,,,,,,,WHITE CITY,OR,97503,2023-11-15 11:38:20.000,BTAX-036430-11-2023,2024-11-30 11:38:20.000
"FINEST BUILDING INTERIORS, LLC",TERRY SUMMERS,Outside City Limits,238190,Contractor-General/Building Exterior,,2023-11-01 00:00:00.000,6f899fde-d063-492b-b19b-c78a7514533d,5419512708,PO BOX 2457,,,,,,,WHITE CITY,OR,97503,2023-11-15 11:38:20.000,BTAX-036430-11-2023,2024-11-30 11:38:20.000
FIONA BEAN,JULIE M  TYRRELL,Inside City Limits,448150,Retail-Clothing & Accessories,,2008-07-18 00:00:00.000,89B2DE02-0428-4BDE-BFAB-8FD5FFEC7226,5414419021,111,G,,SW,ST,,,GRANTS PASS,OR,97526,2025-08-05 10:02:05.000,BTAX-041093-08-2025,2026-07-31 10:02:05.000
"FIRE MOUNTAIN GEMS            ",CHRISTLIN & STUART  FREEDMAN,Inside City Limits,339999,Manufacturing-Misc Manufacturing,,2001-10-01 00:00:00.000,897836BC-1F3E-4BB6-A3E5-ACE9AEF8596F,5419567700,1,FIRE MOUNTAIN,,,WAY,,,GRANTS PASS,OR,97526,2025-07-23 09:54:09.000,BTAX-040930-07-2025,2026-07-31 09:54:09.000
"FIRE RIVER MUSIC LLC         ",CAROL  ORTON,Inside City Limits,451140,Retail-Music/Instruments & Supplies,,2015-12-01 00:00:00.000,8E563F3E-DBB5-49E4-88BE-3CEACD7DC195,5412870117,661,ABEGG,,,RD,,,MERLIN,OR,97532,2025-12-15 10:13:17.000,BTAX-042459-12-2025,2026-12-31 10:13:17.000
"FIRE SYSTEMS WEST INC        ",JAMES  BLACKBURN,Outside City Limits,561621,Security System Services,,1985-01-01 00:00:00.000,EC0CAF80-EC98-4956-80FA-A1A66ED5B7B0,2538331248,206,FRONTAG,,,RD,N,SUITE C,PACIFIC,WA,98047,2025-08-18 12:59:40.000,BTAX-041321-08-2025,2026-08-31 12:59:40.000
FIRELIGHT LASER DESIGN," ",Inside City Limits,339999,Manufacturing-Misc Manufacturing,,2022-06-10 00:00:00.000,440983fb-99bf-48df-b868-e86a798f0ddd,5412186134,"225 ",HILLCREST,,NE,DR,,6,GRANTS PASS,OR,97526,2025-06-13 14:44:12.000,BTAX-040506-06-2025,2026-06-30 14:44:12.000
FIRELIGHT LASER DESIGN,LINDA DAY JEANEEN BEAGLEY,Inside City Limits,339999,Manufacturing-Misc Manufacturing,,2022-06-10 00:00:00.000,440983fb-99bf-48df-b868-e86a798f0ddd,5412186134,"225 ",HILLCREST,,NE,DR,,6,GRANTS PASS,OR,97526,2025-06-13 14:44:12.000,BTAX-040506-06-2025,2026-06-30 14:44:12.000
"FIRESTOP COMPANY LLC "," ",Outside City Limits,238190,Contractor-General/Building Exterior,,1998-01-05 00:00:00.000,ECB904C6-1130-4576-963C-AEA7E14C8FC1,5412450466,743,LAWNSDALE,,,RD,,,MEDFORD,OR,97504,2025-09-02 15:16:17.000,BTAX-041605-09-2025,2026-08-31 15:16:17.000
FIRST COMMUNITY CREDIT UNION," ",Inside City Limits,522110,Finance-Commercial Bank,,2017-07-25 00:00:00.000,fa635481-6fe8-4611-9c2f-d3efbe3b5e1b,5414792601,200,ADAMS,,N,ST,,,COQUILLE,OR,97423,2025-08-20 16:14:48.000,BTAX-041484-08-2025,2026-08-31 16:14:48.000
"FIRST COMMUNITY CREDIT UNION  "," CREDIT UNION-FCCU MEMBER OWN  ",Inside City Limits,522130,Finance-Credit Union,,1995-06-01 00:00:00.000,06D031A7-F338-4708-9DF7-6059BEF866D0,5414792601,108,SAVAGE,,NE,ST,,,GRANTS PASS,OR,97526,2025-08-14 12:22:31.000,BTAX-041252-08-2025,2026-08-31 12:22:31.000
FIRST INTERSTATE BANK,"   ",Inside City Limits,522110,Finance-Commercial Bank,,2007-07-01 00:00:00.000,AAEB3039-AD6C-4EAA-B2BA-08B073BDAD15,5419568485,PO BOX 340,,,,,,,GRANTS PASS,OR,97528,2026-03-02 12:23:46.000,BTAX-042871-03-2026,2027-02-28 12:23:46.000
"FIRST INTERSTATE BANK        ","  ",Inside City Limits,522110,Finance-Commercial Bank,,1996-02-14 00:00:00.000,75C25A19-A74A-448C-910A-508EB97DF7F9,5414747278,1304,"6TH ",,NW,ST,,,GRANTS PASS,OR,97526,2025-10-20 13:02:48.000,BTAX-042056-10-2025,2026-10-31 13:02:48.000
"FIRST RESPONSE RESTORATION SERVICES, INC."," ",Outside City Limits,562112,Waste Collection-Hazardous,,2011-09-01 00:00:00.000,1F9838F7-693E-46FA-9CCC-BFB594A0669D,5416210911,PO BOX 3323,,,,,,,CENTRAL POINT,OR,97502,2025-05-23 11:01:37.000,BTAX-040414-05-2025,2026-05-31 11:01:37.000
"FIRST RESPONSE RESTORATION SERVICES, INC.",DON BESTUL,Outside City Limits,562112,Waste Collection-Hazardous,,2011-09-01 00:00:00.000,1F9838F7-693E-46FA-9CCC-BFB594A0669D,5416210911,PO BOX 3323,,,,,,,CENTRAL POINT,OR,97502,2025-05-23 11:01:37.000,BTAX-040414-05-2025,2026-05-31 11:01:37.000
"FIRST STUDENT                 "," LAIDLAW EDUCATION SERVICES    ",Inside City Limits,485113,Transportation-Bus System,,1994-07-18 00:00:00.000,D53CE9D6-5BB6-4CFA-9C45-5E29BA4520F8,5414767733,191,ROSA PARKS ST,8TH FLOOR - TAX DEPT,,,,,CINCINNATI,OH,45202,2025-08-14 16:09:40.000,BTAX-041160-08-2025,2026-08-31 16:09:40.000
FITZGERALD GAS SERVICES LLC,CHAD FITZGERALD,Outside City Limits,238990,Contractor-Trade/Specialty,,2016-08-01 00:00:00.000,4aafcfde-5bb9-4924-b4a2-aac16615498b,5419414020,PO BOX 4314,,,,,,,MEDFORD,OR,97501,2025-07-16 15:35:55.000,BTAX-040813-07-2025,2026-07-31 15:35:55.000
FITZGERALD GAS SERVICES LLC,CHAD FITZGERALD,Outside City Limits,238990,Contractor-Trade/Specialty,,2016-08-01 00:00:00.000,4aafcfde-5bb9-4924-b4a2-aac16615498b,5419414020,PO BOX 4314,,,,,,,MEDFORD,OR,97501,2025-07-16 15:35:55.000,BTAX-040813-07-2025,2026-07-31 15:35:55.000
FLAVOR VAPOR LLC,MYNDI CRUZ,Inside City Limits,454390,Retail-Misc Direct Selling Establishment,,2021-08-23 00:00:00.000,bffd459d-eb13-477e-9602-7dbe0774e66d,5413939840,1150,KNUTSON,,S,AVE,,SUITE # 6,MEDFORD,OR,97504,2025-10-07 10:32:23.000,BTAX-041961-10-2025,2026-09-30 10:32:23.000
"FLAWLESS DETAIL SERVICE       ",SALVADOR  DURAN,Inside City Limits,811192,Car Wash & Detailing,,2015-01-01 00:00:00.000,4E3209FC-0C23-411C-A12E-25CDFB9EC897,5412188565,405,LOUGHRIDGE,,NW,AVE,,,GRANTS PASS,OR,97526,2025-07-14 15:03:02.000,BTAX-040724-07-2025,2026-07-31 15:03:02.000
FLESPY'S BAR & GRILL LLC,NICOLE FLEMING,Inside City Limits,722410,Bar/Tavern,,2019-01-28 00:00:00.000,419f2dba-0f1a-4ba8-b608-aef5ac3fd5d5,5416595165,313,EAGLE RIDGE,,,DR,,,GRANTS PASS,OR,97526,2025-04-02 12:52:33.000,BTAX-040139-04-2025,2026-04-30 12:52:33.000
FLESPY'S BAR & GRILL LLC," ",Inside City Limits,722410,Bar/Tavern,,2019-01-28 00:00:00.000,419f2dba-0f1a-4ba8-b608-aef5ac3fd5d5,5416595165,313,EAGLE RIDGE,,,DR,,,GRANTS PASS,OR,97526,2025-04-02 12:52:33.000,BTAX-040139-04-2025,2026-04-30 12:52:33.000
FLESPY'S BAR & GRILL LLC,MICHAEL FLEMING,Inside City Limits,722410,Bar/Tavern,,2019-01-28 00:00:00.000,419f2dba-0f1a-4ba8-b608-aef5ac3fd5d5,5416595165,313,EAGLE RIDGE,,,DR,,,GRANTS PASS,OR,97526,2025-04-02 12:52:33.000,BTAX-040139-04-2025,2026-04-30 12:52:33.000
FLOCK GROUP INC,MARK SMITH,Outside City Limits,336390,Other Motor Vehicle Parts Manufacturing,Flock Safety,2017-02-23 00:00:00.000,fa517854-60ba-4f5d-a44a-08b188517d46,8449000732,140,GRAND,,,ST,,300,WHITE PLAINS,NY,10601,2025-08-07 11:26:36.000,BTAX-041114-08-2025,2026-08-31 11:26:36.000
FLORA RESEARCH LABORATORIES LLC,"JAMES/NEAL, DANA  KABABICK",Inside City Limits,541712,Research & Development,,2003-09-29 00:00:00.000,36938866-594F-4846-8684-55511293F97A,5414720980,1000,"M ",,SE,ST,,SUITE B,GRANTS PASS,OR,97526,2025-10-21 09:26:39.000,BTAX-042088-10-2025,2026-10-31 09:26:39.000
"FLORAL INNOVATIONS, LLC",DEBORA MORRISON,Inside City Limits,453110,Florist,,2020-04-21 00:00:00.000,4ccc84fd-b4c7-4583-9b39-58ccab466d2f,5414767656,811,IDLE,,,CT,,,GRANTS PASS,OR,97527,2025-05-02 09:14:14.000,BTAX-040292-05-2025,2026-05-31 09:14:14.000
"FLORAL INNOVATIONS, LLC"," ",Inside City Limits,453110,Florist,,2020-04-21 00:00:00.000,4ccc84fd-b4c7-4583-9b39-58ccab466d2f,5414767656,811,IDLE,,,CT,,,GRANTS PASS,OR,97527,2025-05-02 09:14:14.000,BTAX-040292-05-2025,2026-05-31 09:14:14.000
FLORES TRUCK REPAIR,HECTOR  FLORES,Inside City Limits,811111,Auto-General Repair,MOBILE MECHANIC,2026-02-09 00:00:00.000,F3364911-E99A-4CB5-BAD1-340F4749C7E0,5412611369,1480,D,,NE,ST,,,GRANTS PASS,OR,97526,2026-02-09 14:52:41.000,BTAX-042765-02-2026,2027-02-28 14:52:41.000
FLORES YARD SERVICES," ",Inside City Limits,561730,Yard Services,,2016-07-21 00:00:00.000,ea389f0f-e43b-40fa-a33e-d57a0b23cff5,5412916438,921,10TH,,NE,ST,,,GRANTS PASS,OR,97526,2025-04-23 12:08:29.000,BTAX-040250-04-2025,2026-04-30 12:08:29.000
FLORES YARD SERVICES,ABRAHAM FLORES,Inside City Limits,561730,Yard Services,,2016-07-21 00:00:00.000,ea389f0f-e43b-40fa-a33e-d57a0b23cff5,5412916438,921,10TH,,NE,ST,,,GRANTS PASS,OR,97526,2025-04-23 12:08:29.000,BTAX-040250-04-2025,2026-04-30 12:08:29.000
"FLYING TOAD GRAPHICS          ",BEN & CYNDI  BLANKENBAKER,Inside City Limits,541430,Graphic Design,,1994-11-01 00:00:00.000,AB45BF82-36D3-47E0-8D43-A3BCD6F629D5,5414768516,952,12TH,,NE,ST,,,GRANTS PASS,OR,97526,2025-12-05 11:33:26.000,BTAX-042397-12-2025,2026-12-31 11:33:26.000
"FOCAL POINT TATTOO, LLC",RACHEL NICHOLS,Inside City Limits,812199,Tattoo/Piercing Shop,,2023-01-25 00:00:00.000,75580a97-07ec-4be7-85ef-c3e20b4d4170,5414509533,543,E,,NE,ST,,206,GRANTS PASS,OR,97526,2026-02-09 15:56:00.000,BTAX-042766-02-2026,2027-02-28 15:56:00.000
"FOCAL POINT TATTOO, LLC"," ",Inside City Limits,812199,Tattoo/Piercing Shop,,2023-01-25 00:00:00.000,75580a97-07ec-4be7-85ef-c3e20b4d4170,5414509533,543,E,,NE,ST,,206,GRANTS PASS,OR,97526,2026-02-09 15:56:00.000,BTAX-042766-02-2026,2027-02-28 15:56:00.000
FOLEY FADES," ",Inside City Limits,812111,Barber Shop,,2021-02-18 00:00:00.000,382283bb-4c65-41a9-98fa-f9e5f2af83c7,5412911868,116,I,,SW,ST,,,GRANTS PASS,OR,97526,2026-01-20 12:05:32.000,BTAX-042651-01-2026,2026-11-30 12:05:32.000
FOLEY FADES,AARON FOLEY,Inside City Limits,812111,Barber Shop,,2021-02-18 00:00:00.000,382283bb-4c65-41a9-98fa-f9e5f2af83c7,5412911868,116,I,,SW,ST,,,GRANTS PASS,OR,97526,2026-01-20 12:05:32.000,BTAX-042651-01-2026,2026-11-30 12:05:32.000
FORECLOSURE CLEAN-UP SPECIALISTS,DAVID & JULIE LOCKMAN,Inside City Limits,561720,Cleaning Service,,2011-07-18 00:00:00.000,DDFBA6F6-DEC0-4FCE-8B25-A5E70C9267CC,5416591627,233,ROGUE RIVER,,,HWY,,#360,GRANTS PASS,OR,97527,2026-03-23 11:18:26.000,BTAX-043013-03-2026,2027-03-31 11:18:26.000
